"segmento";"nome";"id";"pregao";"site";"ticker";"ano";"ativo";"pl";"rec_liq";"lucro_bruto";"lucro_liq";"EBIT";"deprec_amort";"EBITDA";"margem_liq";"div_curto_prazo";"div_longo_prazo";"caixa";"div_liq";"div_total";"size";"leverage";"EBIT.rate";"ROA";"ROE";"GAO";"main.sector";"sector.activity";"sub.sector";"listagem";"ibovespa"
"Madeira";"DURATEX S.A.";21091;"DEXCO";"www.dex.co";"DXCO3";2013;8178327;4365005;3872705;1443667;520142;821979;625666;1447645;13,43;716373;1734468;996843;1;2450841;15,9169981644338;0,3;0,21;0,18;0,12;0,57;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Novo Mercado";TRUE
"Madeira";"DURATEX S.A.";21091;"DEXCO";"www.dex.co";"DXCO3";2014;8797107;4608900;3984507;1217189;393560;620219;607448;1227667;9,88;1015610;1792233;1081089;1,41;2807843;15,9899334753983;0,32;0,16;0,14;0,09;0,51;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Novo Mercado";TRUE
"Madeira";"DURATEX S.A.";21091;"DEXCO";"www.dex.co";"DXCO3";2015;9008059;4616476;3963214;1099801;191744;325405;585933;911338;4,84;497377;2326912;910721;2,1;2824289;16,0136301790737;0,31;0,08;0,1;0,04;0,3;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Novo Mercado";TRUE
"Madeira";"DURATEX S.A.";21091;"DEXCO";"www.dex.co";"DXCO3";2016;9340796;4570652;3909760;1009132;26229;317115;584102;901217;0,67;681110;2775931;1416360;2,26;3457041;16,049902031413;0,37;0,08;0,1;0,01;0,31;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Novo Mercado";TRUE
"Madeira";"DURATEX S.A.";21091;"DEXCO";"www.dex.co";"DXCO3";2017;9465574;4716319;3990866;1143769;185015;421341;565449;986790;4,64;764824;2410000;1074364;2,13;3174824;16,0631719852664;0,34;0,11;0,1;0,04;0,37;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Novo Mercado";TRUE
"Madeira";"DURATEX S.A.";21091;"DEXCO";"www.dex.co";"DXCO3";2018;9622087;4634867;4949361;1298513;431796;732655;813320;1545975;8,72;704413;2158191;1162241;1,1;2862604;16,0795717429799;0,3;0,15;0,16;0,09;0,56;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Novo Mercado";TRUE
"Madeira";"DURATEX S.A.";21091;"DEXCO";"www.dex.co";"DXCO3";2019;10714688;4932168;5011706;1294144;405727;639441;719744;1359185;8,1;871865;2076675;1243223;1,25;2948540;16,1871260684071;0,28;0,13;0,13;0,08;0,49;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Novo Mercado";TRUE
"Madeira";"DURATEX S.A.";21091;"DEXCO";"www.dex.co";"DXCO3";2020;11498520;5188364;5879616;1851820;453983;671883;620507;1292390;7,72;573384;2632337;1728413;1,14;3205721;16,2577288893993;0,28;0,11;0,11;0,09;0,36;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Novo Mercado";TRUE
"Madeira";"EUCATEX SA IND E COMERCIO";5770;"EUCATEX";"www.eucatex.com.br/ri";"EUCA3;EUCA4";2012;1779674;1068651;963468;313222;88379;172774;99944;272718;9,17;146924;53080;6892;0,71;200004;14,3919407594276;0,11;0,18;0,15;0,08;0,55;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Corporate Governance - Level 1";FALSE
"Madeira";"EUCATEX SA IND E COMERCIO";5770;"EUCATEX";"www.eucatex.com.br/ri";"EUCA3;EUCA4";2013;1905530;1139464;1118346;376121;88862;145182;116850;262032;7,95;108188;121036;20713;0,8;229224;14,4602707430714;0,12;0,13;0,14;0,08;0,39;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Corporate Governance - Level 1";FALSE
"Madeira";"EUCATEX SA IND E COMERCIO";5770;"EUCATEX";"www.eucatex.com.br/ri";"EUCA3;EUCA4";2014;1940295;1162474;1114668;339636;27382;103699;125304;229003;2,46;115761;135943;21068;1,01;251704;14,4783505813349;0,13;0,09;0,12;0,02;0,31;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Corporate Governance - Level 1";FALSE
"Madeira";"EUCATEX SA IND E COMERCIO";5770;"EUCATEX";"www.eucatex.com.br/ri";"EUCA3;EUCA4";2015;2018421;1173356;1143261;332596;10508;102150;129185;231335;0,92;185449;128678;17585;1,28;314127;14,5178260805355;0,16;0,09;0,11;0,01;0,31;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Corporate Governance - Level 1";FALSE
"Madeira";"EUCATEX SA IND E COMERCIO";5770;"EUCATEX";"www.eucatex.com.br/ri";"EUCA3;EUCA4";2016;2014448;1201180;1144450;319104;33578;76574;119096;195670;2,93;228808;114365;23552;1,63;343173;14,5158557704236;0,17;0,07;0,1;0,03;0,24;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Corporate Governance - Level 1";FALSE
"Madeira";"EUCATEX SA IND E COMERCIO";5770;"EUCATEX";"www.eucatex.com.br/ri";"EUCA3;EUCA4";2017;2039758;1237297;1205361;329601;41937;82455;129390;211845;3,48;245155;106145;20300;1,56;351300;14,5283417313326;0,17;0,07;0,1;0,03;0,25;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Corporate Governance - Level 1";FALSE
"Madeira";"EUCATEX SA IND E COMERCIO";5770;"EUCATEX";"www.eucatex.com.br/ri";"EUCA3;EUCA4";2018;2199745;1262929;1262329;360179;28970;109150;124831;233981;2,29;286999;156538;27485;1,78;443537;14,6038520025197;0,2;0,09;0,11;0,02;0,3;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Corporate Governance - Level 1";FALSE
"Madeira";"EUCATEX SA IND E COMERCIO";5770;"EUCATEX";"www.eucatex.com.br/ri";"EUCA3;EUCA4";2019;2299003;1326676;1525780;428049;65683;132680;133927;266607;4,3;240166;192988;18466;1,56;433154;14,6479861086596;0,19;0,09;0,12;0,05;0,31;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Corporate Governance - Level 1";FALSE
"Madeira";"EUCATEX SA IND E COMERCIO";5770;"EUCATEX";"www.eucatex.com.br/ri";"EUCA3;EUCA4";2020;2734249;1481223;1797590;565332;144175;194356;81388;275744;8,02;274516;231666;85249;1,53;506182;14,8213673674664;0,19;0,11;0,1;0,1;0,34;"Materiais Básicos";"Construção Civil, Mat. Constr. e Decoração";"Madeira e Papel";"Corporate Governance - Level 1";FALSE
"Máq. e Equip. Construção e Agrícolas";"METISA METALÚRGICA  TIMBOENSE SA";8753;"METISA";"www.metisa.com.br";"MTSA3;MTSA4";2012;261793,833;178462,236;224629,683;67676;22288,217;24743,543;6399,877;31143,42;9,92;49003,595;192,778;82780,736;-1,08;49196,373;12,4753125760308;0,19;0,11;0,12;0,12;0,37;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Construção e Agrícolas";"METISA METALÚRGICA  TIMBOENSE SA";8753;"METISA";"www.metisa.com.br";"MTSA3;MTSA4";2013;348714,588;183038,398;247547,249;73419,72;22603,069;25573,622;6450,005;32023,627;9,13;15383,803;115583,757;163235,833;-1,01;130967,56;12,7620090671773;0,38;0,1;0,09;0,12;0,35;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Construção e Agrícolas";"METISA METALÚRGICA  TIMBOENSE SA";8753;"METISA";"www.metisa.com.br";"MTSA3;MTSA4";2014;407463,689;192281,408;236661,996;66101,398;19926,637;18994,957;6859,345;25854,302;8,42;28899,719;155686,283;206634,097;-0,85;184586,002;12,9177071009443;0,45;0,08;0,06;0,1;0,29;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Construção e Agrícolas";"METISA METALÚRGICA  TIMBOENSE SA";8753;"METISA";"www.metisa.com.br";"MTSA3;MTSA4";2015;415828,138;202686,772;221960,607;56996,243;16587,113;10852,932;7945,483;18798,415;7,47;136782,83;47012,885;207936,642;-1,28;183795,715;12,9380273240741;0,44;0,05;0,05;0,08;0,19;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Construção e Agrícolas";"METISA METALÚRGICA  TIMBOENSE SA";8753;"METISA";"www.metisa.com.br";"MTSA3;MTSA4";2016;316950,097;211494,127;218018,274;50204,017;13436,291;2684,572;7883,851;10568,423;6,16;78659,645;0;108654,657;-2,84;78659,645;12,6664996177542;0,25;0,01;0,03;0,06;0,05;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Construção e Agrícolas";"METISA METALÚRGICA  TIMBOENSE SA";8753;"METISA";"www.metisa.com.br";"MTSA3;MTSA4";2017;272052,911;219916,914;240176,654;55614,222;13142,924;7566,817;8214,521;15781,338;5,47;26301,653;0;62938,268;-2,32;26301,653;12,5137518520958;0,1;0,03;0,06;0,06;0,14;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Construção e Agrícolas";"METISA METALÚRGICA  TIMBOENSE SA";8753;"METISA";"www.metisa.com.br";"MTSA3;MTSA4";2018;279987,207;230640,157;270730,343;66128,575;16335,466;16330,52;8353,172;24683,692;6,03;21338,127;100,134;59845,396;-1,56;21438,261;12,5424991918219;0,08;0,06;0,09;0,07;0,25;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Construção e Agrícolas";"METISA METALÚRGICA  TIMBOENSE SA";8753;"METISA";"www.metisa.com.br";"MTSA3;MTSA4";2019;308829,927;241512,232;288796,864;64179,244;18000,782;17253,995;10805,55;28059,545;6,23;37826,823;229,289;89119,66;-1,82;38056,112;12,640546006297;0,12;0,06;0,09;0,07;0,27;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Construção e Agrícolas";"METISA METALÚRGICA  TIMBOENSE SA";8753;"METISA";"www.metisa.com.br";"MTSA3;MTSA4";2020;356264,039;278966,543;367647,302;111061,41;57201,135;70254,269;8361,593;78615,862;15,56;22735,869;39,909;100800,821;-0,99;22775,778;12,7834274175078;0,06;0,19;0,22;0,21;0,63;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Construção e Agrícolas";"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS";24201;"STARA";"www.stara.com.br";"STTR3";2016;576311;332800;562531;155931;24684;33307;21274;54581;4,39;42480;120098;39541;2,25;162578;13,2644027245235;0,28;0,06;0,09;0,07;0,21;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Bovespa Mais";FALSE
"Máq. e Equip. Construção e Agrícolas";"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS";24201;"STARA";"www.stara.com.br";"STTR3";2017;624013;373687;691368;225715;56266;65299;24480;89779;8,14;51310;107446;36211;1,36;158756;13,3439264804679;0,25;0,09;0,14;0,15;0,29;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Bovespa Mais";FALSE
"Máq. e Equip. Construção e Agrícolas";"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS";24201;"STARA";"www.stara.com.br";"STTR3";2018;710187;437267;845335;289174;88352;102490;24671;127161;10,45;34256;109280;106271;0,29;143536;13,4732835946207;0,2;0,12;0,18;0,2;0,35;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Bovespa Mais";FALSE
"Máq. e Equip. Construção e Agrícolas";"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS";24201;"STARA";"www.stara.com.br";"STTR3";2019;911279;532453;1016922;343766;127448;125420;26246;151666;12,53;31088;199691;161680;0,46;230779;13,7226043862156;0,25;0,12;0,17;0,24;0,36;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Bovespa Mais";FALSE
"Máq. e Equip. Construção e Agrícolas";"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS";24201;"STARA";"www.stara.com.br";"STTR3";2020;1155484;634324;1269369;381418;137863;143151;32026;175177;10,86;25050;249777;374705;-0,57;274827;13,9600298617811;0,24;0,11;0,15;0,22;0,38;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Bovespa Mais";FALSE
"Máq. e Equip. Industriais";"AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.";25283;"AERIS";NA;"AERI3";2019;802128;174210;834259;148127;88742;135394;12838;148232;10,64;184650;191827;65702;2,1;376477;13,5950234751113;0,47;0,16;0,18;0,51;0,91;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.";25283;"AERIS";NA;"AERI3";2020;2370629;966252;2208702;245859;113199;205456;23610;229066;5,13;690291;452711;684554;2;1143002;14,6786658787426;0,48;0,09;0,1;0,12;0,84;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.";26069;"ARMAC";NA;"ARML3";2019;116378;23109;61374;26893;9164;22605;7001;29606;14,93;27070;45754;6793;2,23;72824;11,6645987929796;0,63;0,37;0,25;0,4;0,84;"Bens Industriais";"Serviços Transporte e Logística";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.";26069;"ARMAC";NA;"ARML3";2020;430028;85060;111294;50254;17533;39820;16130;55950;15,75;66119;236651;84767;3,9;302770;12,9716056018288;0,7;0,36;0,13;0,21;0,79;"Bens Industriais";"Serviços Transporte e Logística";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL";1520;"BARDELLA";"www.bardella.com.br";"BDLL3;BDLL4";2012;768680;406830;393184;30887;0;0;21048;21048;0;68670;70976;47828;4,36;139646;13,5524300370464;0,18;0;0,03;0;0;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL";1520;"BARDELLA";"www.bardella.com.br";"BDLL3;BDLL4";2013;759849;359975;424949;49618;0;0;17721;17721;0;142042;22190;14725;8,44;164232;13,5408750083117;0,22;0;0,02;0;0;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL";1520;"BARDELLA";"www.bardella.com.br";"BDLL3;BDLL4";2014;789837;337133;478936;80751;7392;15523;18647;34170;1,54;67263;97648;33537;3,84;164911;13,5795818740405;0,21;0,03;0,04;0,02;0,19;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL";1520;"BARDELLA";"www.bardella.com.br";"BDLL3;BDLL4";2015;837888;325091;446432;51254;0;18331;16630;34961;0;119968;51289;2901;4,82;171257;13,6386397189807;0,2;0,04;0,04;0;0,36;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL";1520;"BARDELLA";"www.bardella.com.br";"BDLL3;BDLL4";2016;902838;321011;264736;4283;0;0;16040;16040;0;84515;99499;4270;11,21;184014;13,7132984143113;0,2;0;0,02;0;0;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL";1520;"BARDELLA";"www.bardella.com.br";"BDLL3;BDLL4";2017;838044;211966;136638;0;0;0;11983;11983;0;34642;162739;4763;16,07;197381;13,6388258840524;0,24;0;0,01;0;NA;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL";1520;"BARDELLA";"www.bardella.com.br";"BDLL3;BDLL4";2018;821968;106730;93699;0;0;0;11455;11455;0;24868;188746;2232;18,45;213614;13,6194567438402;0,26;0;0,01;0;NA;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL";1520;"BARDELLA";"www.bardella.com.br";"BDLL3;BDLL4";2019;728221;0;38038;0;0;0;7841;7841;0;86432;146592;2083;29,45;233024;13,4983598525389;0,32;0;0,01;NA;NA;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL";1520;"BARDELLA";"www.bardella.com.br";"BDLL3;BDLL4";2020;662502;0;20374;0;0;0;7383;7383;0;104229;140649;2107;32,88;244878;13,4037788557059;0,37;0;0,01;NA;NA;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"ELECTRO AÇO ALTONA S/A";5380;"ACO ALTONA";"www.altona.com.br";"EALT3;EALT4";2012;254190;63144;183783;49547;7704;17247;0;17247;4,19;30668;16712;7714;2,3;47380;12,4458372978606;0,19;0,09;0,07;0,12;0,35;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"ELECTRO AÇO ALTONA S/A";5380;"ACO ALTONA";"www.altona.com.br";"EALT3;EALT4";2013;262022;69020;180363;47352;9216;18111;9885;27996;5,11;22628;20313;8056;1,25;42941;12,4761837486836;0,16;0,1;0,11;0,13;0,38;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"ELECTRO AÇO ALTONA S/A";5380;"ACO ALTONA";"www.altona.com.br";"EALT3;EALT4";2014;273002;73510;171325;44035;6770;13328;10055;23383;3,95;30074;20691;16023;1,49;50765;12,5172344001476;0,19;0,08;0,09;0,09;0,3;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"ELECTRO AÇO ALTONA S/A";5380;"ACO ALTONA";"www.altona.com.br";"EALT3;EALT4";2015;269385;71794;146637;37542;122;8567;9976;18543;0,08;25825;27391;13555;2,14;53216;12,5038968621209;0,2;0,06;0,07;0;0,23;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"ELECTRO AÇO ALTONA S/A";5380;"ACO ALTONA";"www.altona.com.br";"EALT3;EALT4";2016;244566;69205;117687;17668;0;3046;9744;12790;0;29472;12686;5753;2,85;42158;12,4072404901205;0,17;0,03;0,05;0;0,17;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"ELECTRO AÇO ALTONA S/A";5380;"ACO ALTONA";"www.altona.com.br";"EALT3;EALT4";2017;253402;97996;168407;30505;30648;48110;9569;57679;18,2;49858;4592;1394;0,92;54450;12,4427324394979;0,21;0,29;0,23;0,31;1,58;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"ELECTRO AÇO ALTONA S/A";5380;"ACO ALTONA";"www.altona.com.br";"EALT3;EALT4";2018;347111;154624;246961;50657;12249;20160;9930;30090;4,96;55954;26254;5586;2,55;82208;12,757399892503;0,24;0,08;0,09;0,08;0,4;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"ELECTRO AÇO ALTONA S/A";5380;"ACO ALTONA";"www.altona.com.br";"EALT3;EALT4";2019;368478;162778;299194;64682;16851;27074;10171;37245;5,63;60622;27026;8913;2,11;87648;12,8171362873368;0,24;0,09;0,1;0,1;0,42;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"ELECTRO AÇO ALTONA S/A";5380;"ACO ALTONA";"www.altona.com.br";"EALT3;EALT4";2020;417226;183640;251771;63720;25242;32015;10766;42781;10,03;50156;43184;24585;1,61;93340;12,941383320397;0,22;0,13;0,1;0,14;0,5;"Bens Industriais";"Metalurgia e Siderurgia";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"INDÚSTRIAS ROMI S.A.";7510;"INDS ROMI";"www.romi.com";"ROMI3";2012;1614560;637270;617561;131849;0;0;37543;37543;0;355632;454769;82320;19,39;810401;14,2945730316984;0,5;0;0,02;0;0;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"INDÚSTRIAS ROMI S.A.";7510;"INDS ROMI";"www.romi.com";"ROMI3";2013;1421130;649923;667423;193272;1842;30277;36453;66730;0,28;264598;320978;107232;7,17;585576;14,1669628877646;0,41;0,05;0,05;0;0,16;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"INDÚSTRIAS ROMI S.A.";7510;"INDS ROMI";"www.romi.com";"ROMI3";2014;1288996;644161;648611;167427;7670;9583;35212;44795;1,18;237940;260458;145580;7,88;498398;14,0693741787357;0,39;0,01;0,03;0,01;0,06;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"INDÚSTRIAS ROMI S.A.";7510;"INDS ROMI";"www.romi.com";"ROMI3";2015;1219716;672995;606632;138027;7346;0;34445;34445;1,21;128610;262941;144581;7,17;391551;14,0141286027251;0,32;0;0,03;0,01;0;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"INDÚSTRIAS ROMI S.A.";7510;"INDS ROMI";"www.romi.com";"ROMI3";2016;1084120;601532;586917;116996;0;0;34385;34385;0;166612;163291;122341;6,04;329903;13,8962791559618;0,3;0;0,03;0;0;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"INDÚSTRIAS ROMI S.A.";7510;"INDS ROMI";"www.romi.com";"ROMI3";2017;1075423;643500;672873;189637;37954;51265;30255;81520;5,64;129633;119836;119352;1,6;249469;13,8882246305197;0,23;0,08;0,08;0,06;0,27;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"INDÚSTRIAS ROMI S.A.";7510;"INDS ROMI";"www.romi.com";"ROMI3";2018;1242087;697603;743462;206379;84250;46048;33286;79334;11,33;165873;147716;100917;2,68;313589;14,0323035873315;0,25;0,06;0,06;0,12;0,22;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"INDÚSTRIAS ROMI S.A.";7510;"INDS ROMI";"www.romi.com";"ROMI3";2019;1367241;758882;765506;208698;129910;104493;33548;138041;16,97;173826;175652;148490;1,46;349478;14,1283053986311;0,26;0,14;0,1;0,17;0,5;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"INDÚSTRIAS ROMI S.A.";7510;"INDS ROMI";"www.romi.com";"ROMI3";2020;1746708;814584;973150;298829;174699;106868;36847;143715;17,95;238126;298378;322584;1,49;536504;14,3732434314713;0,31;0,11;0,08;0,21;0,36;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Novo Mercado";FALSE
"Máq. e Equip. Industriais";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";7595;"INEPAR";"www.inepar.com.br";"INEP3;INEP4";2012;4331681;548444;1867964;347405;0;102097;27897;129994;0;949186;719155;145711;11,71;1668341;15,2814662463491;0,39;0,05;0,03;0;0,29;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";7595;"INEPAR";"www.inepar.com.br";"INEP3;INEP4";2013;3269834;103084;1069064;155345;0;0;21291;21291;0;915233;488295;97032;61,36;1403528;15,0002497770589;0,43;0;0,01;0;0;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";7595;"INEPAR";"www.inepar.com.br";"INEP3;INEP4";2014;2670504;0;619331;0;0;0;22218;22218;0;1689460;23851;4833;76,9;1713311;14,7977777766077;0,64;0;0,01;NA;NA;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";7595;"INEPAR";"www.inepar.com.br";"INEP3;INEP4";2015;2285555;0;451017;171290;0;0;146044;146044;0;313166;272179;5114;3,97;585345;14,6421194412205;0,26;0;0,06;NA;0;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
"Máq. e Equip. Industriais";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";7595;"INEPAR";"www.inepar.com.br";"INEP3;INEP4";2016;1949395;0;68850;20354;0;0;17871;17871;0;308413;277175;1660;32,67;585588;14,4830296259902;0,3;0;0,01;NA;0;"Bens Industriais";"Máquinas, Equipamentos, Veículos e Peças";"Máquinas e Equipamentos";"Tradicional";FALSE
